Consensus (automatic)	Assessment_1	Assessment_2	URL	Project	Method	Invariant_type	Invariant	Comments
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L269	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.CumulativeDistribution(System.Double x)	pre	this._upper == 1.0	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L270	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.CumulativeDistribution(System.Double x)	post	this._upper > Contract.Result<double>()	Upper can be less than 1
irrelevant	irrelevant	irrelevant	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L271	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.CumulativeDistribution(System.Double x)	post	this._random == Contract.OldValue(this._random)	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L272	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.CumulativeDistribution(System.Double x)	post	this._mode == 0.7	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L273	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.CumulativeDistribution(System.Double x)	post	this._lower == 0.0	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L274	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.CumulativeDistribution(System.Double x)	post	this._upper == 1.0	
valid	valid	valid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L275	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.CumulativeDistribution(System.Double x)	post	this._mode == Contract.OldValue(this._mode)	although not useful
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L276	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.CumulativeDistribution(System.Double x)	post	Contract.Result<double>().OneOf(5.123456789E-7, 0.123456789)	
valid	valid	valid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L277	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.CumulativeDistribution(System.Double x)	post	this._upper == Contract.OldValue(this._upper)	although not useful
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L278	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.CumulativeDistribution(System.Double x)	post	Contract.Result<double>() <= Contract.OldValue(x)	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Triangular.cs#L279	mathnet-numerics	MathNet.Numerics.Distributions.Triangular.CumulativeDistribution(System.Double x)	post	this._mode > Contract.Result<double>()	
valid	valid	valid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Complex32.cs#L540	mathnet-numerics	MathNet.Numerics.Complex32.op_Addition(MathNet.Numerics.Complex32 summand1, MathNet.Numerics.Complex32 summand2)	pre	summand1 != null	
valid	valid	valid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Complex32.cs#L541	mathnet-numerics	MathNet.Numerics.Complex32.op_Addition(MathNet.Numerics.Complex32 summand1, MathNet.Numerics.Complex32 summand2)	pre	summand2 != null	
valid	valid	valid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Complex32.cs#L542	mathnet-numerics	MathNet.Numerics.Complex32.op_Addition(MathNet.Numerics.Complex32 summand1, MathNet.Numerics.Complex32 summand2)	post	summand1._imag == Contract.OldValue(summand1._imag)	although not useful
valid	valid	valid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Complex32.cs#L543	mathnet-numerics	MathNet.Numerics.Complex32.op_Addition(MathNet.Numerics.Complex32 summand1, MathNet.Numerics.Complex32 summand2)	post	summand2._imag == Contract.OldValue(summand2._imag)	although not useful
valid	valid	valid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Complex32.cs#L544	mathnet-numerics	MathNet.Numerics.Complex32.op_Addition(MathNet.Numerics.Complex32 summand1, MathNet.Numerics.Complex32 summand2)	post	Contract.Result<MathNet.Numerics.Complex32>() != null	
valid	valid	valid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Complex32.cs#L545	mathnet-numerics	MathNet.Numerics.Complex32.op_Addition(MathNet.Numerics.Complex32 summand1, MathNet.Numerics.Complex32 summand2)	post	summand1._real == Contract.OldValue(summand1._real)	although not useful
valid	valid	valid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Complex32.cs#L546	mathnet-numerics	MathNet.Numerics.Complex32.op_Addition(MathNet.Numerics.Complex32 summand1, MathNet.Numerics.Complex32 summand2)	post	summand2._real == Contract.OldValue(summand2._real)	although not useful
valid	valid	valid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/SpecialFunctions/Erf.cs#L384	mathnet-numerics	MathNet.Numerics.SpecialFunctions.ErfInvImpl(System.Double p, System.Double q, System.Double s)	pre	p != s	p is never 1.0
valid	valid	valid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/SpecialFunctions/Erf.cs#L385	mathnet-numerics	MathNet.Numerics.SpecialFunctions.ErfInvImpl(System.Double p, System.Double q, System.Double s)	pre	s.OneOf(-1.0, 1.0)	
valid	valid	valid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/SpecialFunctions/Erf.cs#L386	mathnet-numerics	MathNet.Numerics.SpecialFunctions.ErfInvImpl(System.Double p, System.Double q, System.Double s)	post	Contract.Result<double>() != Contract.OldValue(s)	although not useful
valid	valid	valid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/SpecialFunctions/Erf.cs#L387	mathnet-numerics	MathNet.Numerics.SpecialFunctions.ErfInvImpl(System.Double p, System.Double q, System.Double s)	post	Contract.Result<double>() != Contract.OldValue(q)	although not useful
valid	valid	valid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Erlang.cs#L360	mathnet-numerics	MathNet.Numerics.Distributions.Erlang.Sample()	pre	this._random != null	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Erlang.cs#L361	mathnet-numerics	MathNet.Numerics.Distributions.Erlang.Sample()	pre	this._rate == 0.4	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Erlang.cs#L362	mathnet-numerics	MathNet.Numerics.Distributions.Erlang.Sample()	pre	this._shape == 3	
valid	valid	valid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Erlang.cs#L363	mathnet-numerics	MathNet.Numerics.Distributions.Erlang.Sample()	post	this._shape == Contract.OldValue(this._shape)	although not useful
valid	valid	valid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Erlang.cs#L364	mathnet-numerics	MathNet.Numerics.Distributions.Erlang.Sample()	post	this._rate == Contract.OldValue(this._rate)	although not useful
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Erlang.cs#L365	mathnet-numerics	MathNet.Numerics.Distributions.Erlang.Sample()	post	this._shape == 3	
valid	valid	valid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Erlang.cs#L366	mathnet-numerics	MathNet.Numerics.Distributions.Erlang.Sample()	post	this._random != null	
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Erlang.cs#L367	mathnet-numerics	MathNet.Numerics.Distributions.Erlang.Sample()	post	this._rate == 0.4	
valid	valid	valid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Erlang.cs#L368	mathnet-numerics	MathNet.Numerics.Distributions.Erlang.Sample()	post	this._random == Contract.OldValue(this._random)	although not useful
invalid	invalid	invalid	https://github.com/mathnet/mathnet-numerics/blob/f18e96e26076d13f91a8922a6b48ef7c0f9bbfad/src/Numerics/Distributions/Erlang.cs#L369	mathnet-numerics	MathNet.Numerics.Distributions.Erlang.Sample()	post	this._rate < Contract.Result<double>()	
